,name,assists,bonus,bps,clean_sheets,goals_conceded,goals_scored,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,total_points,transfers_balance,was_home,yellow_cards,opponent_difficulty,element,position,creativity,ict_index,influence,threat,value,perc_min_played,n6_opponent_difficulty,team_code,element_type_1,element_type_2,element_type_3,element_type_4,element_type
384,Neil Taylor,0,0,1,0,2,0,0,0,0,0,0,88104,-1,-883,2,1,3.6666666666666665,31,DEF,0.0,0.0,0.0,0.0,43,0.023809523809523808,3.0,2,0,1,0,0,2
385,Ollie Watkins,3,0,97,2,8,2,0,0,0,0,0,4524351,29,575767,2,0,3.6666666666666665,514,FWD,37.9,20.1,23.2,140.0,61,0.8571428571428571,3.0,2,0,0,0,1,4
386,Ross Barkley,0,0,20,2,3,0,0,0,0,0,0,411449,8,-24742,2,0,3.6666666666666665,106,MID,0.0,0.0,0.0,0.0,59,0.3619047619047619,3.0,2,0,0,1,0,3
387,Tom Heaton,0,0,0,0,0,0,0,0,0,0,0,24961,0,618,2,0,3.6666666666666665,28,GK,0.0,0.0,0.0,0.0,45,0.0,3.0,2,1,0,0,0,1
388,Tyrone Mings,0,0,54,1,7,0,0,0,0,1,0,4700221,7,-311618,2,0,3.6666666666666665,41,DEF,0.2,0.0,0.0,0.0,54,0.6412698412698413,3.0,2,0,1,0,0,2
389,Wesley Moraes,0,0,0,0,0,0,0,0,0,0,0,4843,0,2,2,0,3.6666666666666665,48,FWD,0.0,0.0,0.0,0.0,60,0.0,3.0,2,0,0,0,1,4
390,Ãrjan Nyland,0,0,0,0,0,0,0,0,0,0,0,2589205,0,-144346,2,0,3.6666666666666665,35,GK,0.0,0.0,0.0,0.0,40,0.0,3.0,2,1,0,0,0,1
391,Ahmed El-Sayed Hegazy,0,0,0,0,0,0,0,0,0,0,0,69176,0,-1823,3,0,3.6666666666666665,414,DEF,0.0,0.0,0.0,0.0,41,0.0,3.0,18,0,1,0,0,2
392,Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,976,0,809,1,0,3.6666666666666665,639,GK,0.0,0.0,0.0,0.0,40,0.0,3.0,18,1,0,0,0,1
393,Branislav Ivanovic,0,0,11,0,5,0,0,0,0,0,0,52263,2,-2661,3,0,3.6666666666666665,530,DEF,0.6,0.8,7.6,0.0,45,0.1761904761904762,3.0,18,0,1,0,0,2
394,Callum Robinson,2,1,66,0,18,0,0,0,0,0,0,262809,18,35101,3,0,3.6666666666666665,358,FWD,34.6,5.4,17.2,2.0,54,0.7571428571428571,3.0,18,0,0,0,1,4
395,Cedric Kipre,0,0,0,0,0,0,0,0,0,0,0,21140,0,-147,3,0,3.6666666666666665,499,DEF,0.0,0.0,0.0,0.0,43,0.0,3.0,18,0,1,0,0,2
396,Charlie Austin,0,0,1,0,2,0,0,0,0,0,0,89176,2,-2638,3,0,3.6666666666666665,415,FWD,1.8,2.0,2.4,16.0,51,0.09047619047619047,3.0,18,0,0,0,1,4
397,Cheikh Diaby,0,0,0,0,0,0,0,0,0,0,0,12413,0,3197,2,0,3.75,621,FWD,0.0,0.0,0.0,0.0,45,0.0,3.0,18,0,0,0,1,4
398,Conor Gallagher,0,0,41,0,12,0,0,0,0,0,0,44831,6,-4673,3,2,3.6666666666666665,544,MID,4.8,3.2,17.8,9.0,55,0.5714285714285714,3.0,18,0,0,1,0,3
399,Conor Townsend,0,0,0,0,0,0,0,0,0,0,0,37479,0,-1403,3,0,3.6666666666666665,418,DEF,0.0,0.0,0.0,0.0,44,0.0,3.0,18,0,1,0,0,2
400,Dara O'Shea,0,0,58,0,19,0,0,0,0,0,0,85184,2,1294,3,2,3.6666666666666665,425,DEF,12.2,2.9,16.8,0.0,43,0.8571428571428571,3.0,18,0,1,0,0,2
401,Darnell Furlong,0,0,47,0,15,0,0,0,0,0,0,146102,4,2763,3,0,3.6666666666666665,422,DEF,1.8,1.3,7.0,4.0,45,0.6158730158730159,3.0,18,0,1,0,0,2
402,David Button,0,0,18,0,2,0,0,0,0,0,4,2009831,2,-25346,3,0,3.6666666666666665,56,GK,0.0,0.0,0.0,0.0,40,0.14285714285714285,3.0,18,1,0,0,0,1
403,Filip Krovinovic,0,0,2,0,0,0,0,0,0,0,0,5725,1,-170,3,0,3.6666666666666665,555,MID,0.0,0.0,0.0,0.0,49,0.026984126984126985,3.0,18,0,0,1,0,3
404,Grady Diangana,0,0,13,0,8,0,0,0,0,0,0,103732,5,-3160,3,0,3.6666666666666665,446,MID,0.5,0.2,0.0,2.0,51,0.32857142857142857,3.0,18,0,0,1,0,3
405,Hal Robson-Kanu,0,0,-6,0,0,0,0,0,0,0,0,39543,2,-169,3,1,3.6666666666666665,408,FWD,0.0,0.0,0.0,0.0,52,0.09047619047619047,3.0,18,0,0,0,1,4
406,Jake Livermore,0,0,26,0,9,0,0,0,0,0,0,24463,6,-818,3,0,3.6666666666666665,409,MID,0.0,0.0,0.0,0.0,47,0.4111111111111111,3.0,18,0,0,1,0,3
407,Jonathan Leko,0,0,0,0,0,0,0,0,0,0,0,11262,0,-128,3,0,3.6666666666666665,420,MID,0.0,0.0,0.0,0.0,45,0.0,3.0,18,0,0,1,0,3
408,Kamil Grosicki,1,0,26,0,4,0,0,0,0,0,0,13992,7,-9,3,0,3.6666666666666665,410,MID,0.0,0.0,0.0,0.0,53,0.21746031746031746,3.0,18,0,0,1,0,3
409,Karlan Grant,0,0,13,0,10,0,0,0,0,0,0,17593,6,-1165,3,0,3.6666666666666665,582,FWD,0.0,0.0,0.0,0.0,58,0.31746031746031744,3.0,18,0,0,0,1,4
410,Kenneth Zohore,0,0,0,0,0,0,0,0,0,0,0,16347,0,65,3,0,3.6666666666666665,416,FWD,0.0,0.0,0.0,0.0,48,0.0,3.0,18,0,0,0,1,4
411,Kieran Gibbs,0,0,52,0,10,0,0,0,0,0,0,90166,4,-728,3,0,3.6666666666666665,407,DEF,0.0,0.0,0.0,0.0,43,0.5714285714285714,3.0,18,0,1,0,0,2
412,Kyle Bartley,1,0,47,0,5,0,0,0,0,0,0,48399,7,-1897,3,0,3.6666666666666665,412,DEF,0.1,0.4,4.2,0.0,44,0.3952380952380952,3.0,18,0,1,0,0,2
413,Kyle Edwards,0,0,0,0,0,0,0,0,0,0,0,11119,0,-64,3,0,3.6666666666666665,421,MID,0.0,0.0,0.0,0.0,47,0.0,3.0,18,0,0,1,0,3
414,Lee Peltier,0,0,12,0,5,0,0,0,0,0,0,30699,0,630,3,0,3.6666666666666665,600,DEF,0.0,0.0,0.0,0.0,40,0.14285714285714285,3.0,18,0,1,0,0,2
415,Matheus Pereira,1,5,122,0,14,3,0,0,0,0,0,331958,33,13188,3,0,3.6666666666666665,481,MID,33.0,4.8,13.4,2.0,56,0.6301587301587301,3.0,18,0,0,1,0,3
416,Matt Phillips,0,0,15,0,9,0,0,0,0,0,0,23640,6,-258,3,0,3.6666666666666665,411,MID,26.6,5.8,12.8,19.0,51,0.3904761904761905,3.0,18,0,0,1,0,3
417,Oluwasemilogo Adesewo Ibidapo Ajayi,0,1,71,0,19,2,0,0,0,0,0,107442,16,6528,3,1,3.6666666666666665,419,DEF,0.5,1.6,9.6,6.0,48,0.8571428571428571,3.0,18,0,1,0,0,2
418,Rekeem Harper,0,0,4,0,0,0,0,0,0,0,0,271135,1,8776,3,0,3.6666666666666665,426,MID,0.5,1.2,4.2,7.0,43,0.014285714285714285,3.0,18,0,0,1,0,3
419,Robert Snodgrass,0,0,17,0,7,0,0,0,0,0,0,35583,3,948,2,0,3.1666666666666665,428,MID,1.7,4.1,15.2,24.0,57,0.23492063492063492,3.0,18,0,0,1,0,3
420,Romaine Sawyers,0,0,74,0,19,0,1,0,0,0,0,16205,10,239,3,0,3.6666666666666665,413,MID,4.8,2.0,15.4,0.0,48,0.8571428571428571,3.0,18,0,0,1,0,3
421,Sam Field,0,0,0,0,0,0,0,0,0,0,0,6465,0,27,3,0,3.6666666666666665,423,MID,0.0,0.0,0.0,0.0,48,0.0,3.0,18,0,0,1,0,3
422,Sam Johnstone,0,0,78,0,17,0,0,0,0,0,17,1243728,6,114320,3,0,3.6666666666666665,417,GK,0.0,6.4,63.8,0.0,45,0.7142857142857143,3.0,18,1,0,0,0,1
423,Ainsley Maitland-Niles,0,0,25,1,0,0,0,0,0,0,0,374823,8,-5658,3,0,2.8333333333333335,15,DEF,0.7,0.6,5.6,0.0,46,0.16031746031746033,3.333333333,1,0,1,0,0,2
424,Alexandre Lacazette,1,8,160,3,2,5,0,0,0,0,0,2666749,42,294326,3,0,2.8333333333333335,6,FWD,32.3,21.5,87.6,95.0,82,0.7365079365079366,3.333333333,1,0,0,0,1,4
425,Bernd Leno,0,1,142,4,2,0,0,0,1,0,14,4090853,36,128837,3,0,2.8333333333333335,8,GK,0.0,1.9,19.4,0.0,49,0.8571428571428571,3.333333333,1,1,0,0,0,1
426,Bukayo Saka,3,7,169,4,2,4,0,0,0,0,0,3665470,52,656542,3,0,2.8333333333333335,24,MID,17.9,13.9,42.6,78.0,52,0.8095238095238095,3.333333333,1,0,0,1,0,3
427,Calum Chambers,0,0,0,0,0,0,0,0,0,0,0,11601,0,233,3,0,2.8333333333333335,13,DEF,0.0,0.0,0.0,0.0,45,0.0,3.333333333,1,0,1,0,0,2
428,CÃ©dric Soares,1,3,50,1,1,0,0,0,0,0,0,77102,14,922,3,0,2.8333333333333335,5,DEF,0.0,0.0,0.0,0.0,46,0.2857142857142857,3.333333333,1,0,1,0,0,2
429,Daniel Ceballos FernÃ¡ndez,0,0,40,2,0,0,0,0,0,0,0,423224,6,-14459,3,1,2.8333333333333335,501,MID,36.3,6.2,25.0,1.0,47,0.2650793650793651,3.333333333,1,0,0,1,0,3
430,David Luiz Moreira Marinho,0,0,47,2,1,0,0,0,0,0,0,351784,13,-2023,3,1,2.8333333333333335,3,DEF,0.0,0.0,0.0,0.0,54,0.42857142857142855,3.333333333,1,0,1,0,0,2
431,Edward Nketiah,0,0,1,0,0,0,0,0,0,0,0,258019,1,-2793,3,0,2.8333333333333335,22,FWD,0.0,0.0,0.0,0.0,55,0.014285714285714285,3.333333333,1,0,0,0,1,4
432,Emile Smith Rowe,4,0,102,5,1,0,0,0,0,0,0,996779,29,277582,3,0,2.8333333333333335,23,MID,23.9,7.6,25.6,26.0,44,0.746031746031746,3.333333333,1,0,0,1,0,3
433,Gabriel MagalhÃ£es,0,0,0,0,0,0,0,0,0,0,0,2832172,0,-265963,3,0,2.8333333333333335,494,DEF,0.0,0.0,0.0,0.0,50,0.0,3.333333333,1,0,1,0,0,2
434,Gabriel Teodoro Martinelli Silva,0,0,8,2,0,0,0,0,0,0,0,208858,7,17330,3,0,2.8333333333333335,26,MID,0.0,0.0,0.0,0.0,49,0.22698412698412698,3.333333333,1,0,0,1,0,3
435,Granit Xhaka,1,1,127,4,2,1,0,0,0,0,0,201827,25,2198,3,0,2.8333333333333335,9,MID,4.4,1.2,7.8,0.0,52,0.8571428571428571,3.333333333,1,0,0,1,0,3
436,HÃ©ctor BellerÃ­n,0,2,76,2,2,0,0,0,0,0,0,2535796,17,-68504,3,2,2.8333333333333335,11,DEF,3.3,2.8,8.0,17.0,51,0.6555555555555556,3.333333333,1,0,1,0,0,2
437,Joseph Willock,0,0,4,0,1,0,0,0,0,0,0,34273,3,-434,3,0,2.8333333333333335,20,MID,0.3,0.4,0.0,6.0,47,0.06190476190476191,3.333333333,1,0,0,1,0,3
438,Kieran Tierney,2,3,126,3,1,1,0,0,0,0,0,3699784,34,310485,3,1,2.8333333333333335,17,DEF,53.0,15.0,68.8,28.0,53,0.5714285714285714,3.333333333,1,0,1,0,0,2
439,Lucas Torreira,0,0,0,0,0,0,0,0,0,0,0,40134,0,-360,3,0,2.8333333333333335,19,MID,0.0,0.0,0.0,0.0,47,0.0,3.333333333,1,0,0,1,0,3
440,Matt Macey,0,0,0,0,0,0,0,0,0,0,0,798061,0,-21570,3,0,2.8333333333333335,527,GK,0.0,0.0,0.0,0.0,40,0.0,3.333333333,1,1,0,0,0,1
441,Matteo Guendouzi,0,0,0,0,0,0,0,0,0,0,0,28941,0,-250,3,0,2.8333333333333335,25,MID,0.0,0.0,0.0,0.0,47,0.0,3.333333333,1,0,0,1,0,3
442,Mesut Ãzil,0,0,0,0,0,0,0,0,0,0,0,258338,0,-1235,3,0,2.8333333333333335,1,MID,0.0,0.0,0.0,0.0,68,0.0,3.333333333,1,0,0,1,0,3
443,Mohamed Naser El Sayed Elneny,0,0,31,1,1,0,0,0,0,0,0,608545,7,-16991,3,0,2.8333333333333335,526,MID,0.0,0.0,0.0,0.0,44,0.3412698412698413,3.333333333,1,0,0,1,0,3
444,Nicolas PÃ©pÃ©,0,0,32,0,2,1,0,0,0,0,0,306686,8,-2927,3,1,2.8333333333333335,18,MID,0.0,0.0,0.0,0.0,76,0.2126984126984127,3.333333333,1,0,0,1,0,3
445,Pablo MarÃ­,0,1,63,2,1,0,0,0,0,0,0,84369,14,10264,3,1,2.8333333333333335,10,DEF,0.8,1.9,18.6,0.0,44,0.42857142857142855,3.333333333,1,0,1,0,0,2
446,Pierre-Emerick Aubameyang,0,2,56,4,0,2,0,0,0,0,0,3368632,24,-92414,3,0,2.8333333333333335,4,MID,5.5,4.5,7.6,32.0,114,0.5523809523809524,3.333333333,1,0,0,1,0,3
447,Reiss Nelson,0,0,0,0,0,0,0,0,0,0,0,20107,0,-142,3,0,2.8333333333333335,21,MID,0.0,0.0,0.0,0.0,51,0.0,3.333333333,1,0,0,1,0,3
448,Rob Holding,1,4,147,4,2,0,0,0,0,0,0,1650601,35,286289,3,0,2.8333333333333335,16,DEF,10.3,7.2,44.4,17.0,44,0.8571428571428571,3.333333333,1,0,1,0,0,2
449,RÃºnar Alex RÃºnarsson,0,0,0,0,0,0,0,0,0,0,0,18679,0,-140,3,0,2.8333333333333335,547,GK,0.0,0.0,0.0,0.0,45,0.0,3.333333333,1,1,0,0,0,1
450,Sead Kolasinac,0,0,0,0,0,0,0,0,0,0,0,60709,0,-1109,3,0,2.8333333333333335,14,DEF,0.0,0.0,0.0,0.0,48,0.0,3.333333333,1,0,1,0,0,2
451,Shkodran Mustafi,0,0,3,0,0,0,0,0,0,0,0,23950,1,-72,3,0,2.8333333333333335,7,DEF,0.0,0.0,0.0,0.0,50,0.0015873015873015873,3.333333333,1,0,1,0,0,2
452,Sokratis Papastathopoulos,0,0,0,0,0,0,0,0,0,0,0,29167,0,-196,3,0,2.8333333333333335,2,DEF,0.0,0.0,0.0,0.0,48,0.0,3.333333333,1,0,1,0,0,2
453,Thomas Partey,1,0,39,1,1,0,0,0,0,0,0,142667,9,-4010,3,0,2.8333333333333335,567,MID,0.0,0.0,0.0,0.0,49,0.26031746031746034,3.333333333,1,0,0,1,0,3
454,William Saliba,0,0,0,0,0,0,0,0,0,0,0,292343,0,-10400,3,0,2.8333333333333335,27,DEF,0.0,0.0,0.0,0.0,40,0.0,3.333333333,1,0,1,0,0,2
455,Willian Borges Da Silva,0,0,16,0,0,0,0,0,0,0,0,1423741,3,-41047,3,0,2.8333333333333335,478,MID,26.4,5.7,9.6,21.0,76,0.0761904761904762,3.333333333,1,0,0,1,0,3
456,Alex McCarthy,0,2,76,2,5,0,0,0,0,0,7,8331264,17,-50513,3,0,3.6,363,GK,0.0,1.2,12.2,0.0,47,0.5714285714285714,3.166666667,16,1,0,0,0,1
457,Alexandre Jankewitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,643,MID,0.0,0.0,0.0,0.0,45,0.0,3.166666667,16,0,0,1,0,3
458,Allan Tchaptchet,0,0,0,0,0,0,0,0,0,0,0,241,0,73,1,0,4.0,635,DEF,0.0,0.0,0.0,0.0,40,0.0,3.166666667,16,0,1,0,0,2
459,Angus Gunn,0,0,0,0,0,0,0,0,0,0,0,47245,0,-1020,3,0,3.6,371,GK,0.0,0.0,0.0,0.0,43,0.0,3.166666667,16,1,0,0,0,1
460,Caleb Watts,0,0,1,0,0,0,0,0,0,0,0,111,0,67,1,1,4.0,636,MID,4.0,0.5,1.2,0.0,45,0.025396825396825397,3.166666667,16,0,0,1,0,3
461,Che Adams,0,0,17,1,4,0,0,0,0,0,0,3032629,7,-23759,3,0,3.6,377,FWD,12.5,5.7,11.4,33.0,60,0.4888888888888889,3.166666667,16,0,0,0,1,4
462,Daniel N'Lundulu,0,0,9,0,1,0,0,0,0,0,0,69502,4,5814,3,0,3.6,590,FWD,0.5,0.4,1.2,2.0,45,0.09365079365079365,3.166666667,16,0,0,0,1,4
463,Danny Ings,0,3,50,2,3,1,0,0,0,0,0,2412478,13,-94666,3,0,3.6,366,FWD,16.8,8.2,12.0,53.0,83,0.37936507936507935,3.166666667,16,0,0,0,1,4
464,Fraser Forster,0,0,24,1,0,0,0,0,0,0,1,1872663,6,113851,3,0,3.6,523,GK,0.0,0.0,0.0,0.0,40,0.14285714285714285,3.166666667,16,1,0,0,0,1
465,Harry Lewis,0,0,0,0,0,0,0,0,0,0,0,3743,0,895,2,0,4.333333333333333,625,GK,0.0,0.0,0.0,0.0,40,0.0,3.166666667,16,1,0,0,0,1
466,Ibrahima Diallo,0,0,37,2,4,0,0,0,0,0,0,10748,9,528,3,1,3.6,565,MID,3.2,1.9,6.2,10.0,45,0.5650793650793651,3.166666667,16,0,0,1,0,3
467,Jack Stephens,0,5,118,3,5,0,0,0,0,0,0,95904,25,10267,3,0,3.6,367,DEF,1.0,2.2,21.0,0.0,46,0.7142857142857143,3.166666667,16,0,1,0,0,2
468,Jake Vokins,0,0,5,0,2,0,0,0,0,0,0,443712,1,6497,3,0,3.6,380,DEF,14.8,1.7,1.8,0.0,39,0.10476190476190476,3.166666667,16,0,1,0,0,2
469,James Ward-Prowse,2,0,90,3,5,0,0,0,0,0,0,5586456,19,-434841,3,0,3.6,370,MID,37.2,8.3,39.2,7.0,61,0.7142857142857143,3.166666667,16,0,0,1,0,3
470,Jan Bednarek,0,5,106,3,5,0,0,0,0,0,0,4358204,25,569074,3,0,3.6,376,DEF,0.7,1.8,17.0,0.0,49,0.7142857142857143,3.166666667,16,0,1,0,0,2
471,Jannik Vestergaard,0,0,0,0,0,0,0,0,0,0,0,2994298,0,-862318,3,0,3.6,369,DEF,0.0,0.0,0.0,0.0,47,0.0,3.166666667,16,0,1,0,0,2
472,Josh Sims,0,0,0,0,0,0,0,0,0,0,0,42790,0,-1350,3,0,3.6,374,MID,0.0,0.0,0.0,0.0,43,0.0,3.166666667,16,0,0,1,0,3
473,Kayne Ramsay,0,0,0,0,0,0,0,0,0,0,0,24476,0,-48,3,0,3.6,598,DEF,0.0,0.0,0.0,0.0,40,0.0,3.166666667,16,0,1,0,0,2
474,Kgaogelo Chauke,0,0,0,0,0,0,0,0,0,0,0,273,0,40,2,0,4.333333333333333,624,MID,0.0,0.0,0.0,0.0,45,0.0,3.166666667,16,0,0,1,0,3
475,Kyle Walker-Peters,0,2,83,3,2,0,0,0,0,0,0,5333031,20,-56551,3,1,3.6,375,DEF,0.0,0.0,0.0,0.0,48,0.5714285714285714,3.166666667,16,0,1,0,0,2
476,Michael Obafemi,0,0,0,0,0,0,0,0,0,0,0,348167,0,-6799,3,0,3.6,381,FWD,0.0,0.0,0.0,0.0,46,0.0,3.166666667,16,0,0,0,1,4
477,Mohammed Salisu,0,0,0,0,0,0,0,0,0,0,0,29210,0,-480,3,0,3.6,479,DEF,0.0,0.0,0.0,0.0,43,0.0,3.166666667,16,0,1,0,0,2
478,Moussa Djenepo,0,0,5,1,0,0,0,0,0,0,0,26927,4,-1449,3,1,3.6,382,MID,0.0,0.0,0.0,0.0,54,0.173015873015873,3.166666667,16,0,0,1,0,3
479,Nathan Redmond,0,0,4,0,1,0,0,0,0,0,0,67459,1,-3118,3,0,3.6,365,MID,1.2,0.3,2.2,0.0,64,0.03650793650793651,3.166666667,16,0,0,1,0,3
480,Nathan Tella,0,0,-1,0,0,0,0,0,0,0,0,154430,1,-5444,3,0,3.6,524,MID,0.0,0.0,0.0,0.0,44,0.09206349206349207,3.166666667,16,0,0,1,0,3
481,Oriol Romeu Vidal,0,0,13,1,0,0,0,0,0,0,0,1467279,3,-122768,3,0,3.6,364,MID,0.0,0.0,0.0,0.0,45,0.14285714285714285,3.166666667,16,0,0,1,0,3
482,Ryan Bertrand,0,0,68,3,2,0,0,0,0,0,0,409688,16,-10200,3,3,3.6,362,DEF,0.0,0.0,0.0,0.0,50,0.5714285714285714,3.166666667,16,0,1,0,0,2
483,Shane Long,0,0,6,1,1,0,0,0,0,0,0,235987,4,2705,3,0,3.6,361,FWD,0.0,0.0,0.0,0.0,51,0.2222222222222222,3.166666667,16,0,0,0,1,4
484,Sofiane Boufal,0,0,0,0,0,0,0,0,0,0,0,9099,0,-76,3,0,3.6,372,MID,0.0,0.0,0.0,0.0,54,0.0,3.166666667,16,0,0,1,0,3
485,Stuart Armstrong,0,1,66,2,5,1,0,0,0,0,0,204742,17,-21802,3,0,3.6,368,MID,33.6,10.6,47.2,25.0,55,0.5904761904761905,3.166666667,16,0,0,1,0,3
486,Theo Walcott,0,0,22,3,5,0,0,0,0,0,0,409434,13,-1582,3,0,3.6,148,MID,2.6,2.0,4.0,13.0,58,0.6730158730158731,3.166666667,16,0,0,1,0,3
487,Will Ferry,0,0,0,0,0,0,0,0,0,0,0,53,0,24,1,0,4.0,634,MID,0.0,0.0,0.0,0.0,45,0.0,3.166666667,16,0,0,1,0,3
488,William Smallbone,0,0,9,0,1,0,0,0,0,0,0,74855,2,-2323,3,0,3.6,379,MID,0.0,0.0,0.0,0.0,44,0.09523809523809523,3.166666667,16,0,0,1,0,3
489,Yan Valery,0,0,12,0,4,0,0,0,0,0,0,24237,3,-52,3,0,3.6,378,DEF,20.3,5.0,26.0,4.0,47,0.16031746031746033,3.166666667,16,0,1,0,0,2
490,Allan Saint-Maximin,0,0,3,0,0,0,0,0,0,0,0,1450105,2,-69266,3,0,3.5714285714285716,338,MID,0.0,0.0,0.0,0.0,51,0.07142857142857142,3.333333333,14,0,0,1,0,3
491,Andy Carroll,0,3,38,0,4,1,0,0,0,0,0,210456,13,9943,3,1,3.5714285714285716,320,FWD,13.3,1.8,0.0,5.0,52,0.2873015873015873,3.333333333,14,0,0,0,1,4
492,Callum Wilson,1,0,31,1,10,0,0,0,0,0,0,10340474,15,204219,3,0,3.5714285714285716,506,FWD,12.2,4.1,10.6,18.0,66,0.8571428571428571,3.333333333,14,0,0,0,1,4
493,Christian Atsu,0,0,0,0,0,0,0,0,0,0,0,16627,0,-151,3,0,3.5714285714285716,330,MID,0.0,0.0,0.0,0.0,52,0.0,3.333333333,14,0,0,1,0,3
494,Ciaran Clark,0,0,55,1,8,0,0,0,0,0,0,267633,10,6626,3,1,3.5714285714285716,324,DEF,0.6,0.8,7.6,0.0,45,0.7142857142857143,3.333333333,14,0,1,0,0,2
495,Daniel Langley,0,0,0,0,0,0,0,0,0,0,0,55004,0,3735,3,0,3.5714285714285716,606,GK,0.0,0.0,0.0,0.0,40,0.0,3.333333333,14,1,0,0,0,1
496,DeAndre Yedlin,0,0,50,1,5,0,0,0,0,0,0,264506,10,13867,3,0,3.5714285714285716,335,DEF,0.0,0.0,0.0,0.0,43,0.5412698412698412,3.333333333,14,0,1,0,0,2
497,Dwight Gayle,0,0,6,0,0,0,0,0,0,0,0,24603,3,-251,3,0,3.5714285714285716,329,FWD,0.0,0.0,0.0,0.0,59,0.047619047619047616,3.333333333,14,0,0,0,1,4
498,Elliot Anderson,0,0,3,0,0,0,0,0,0,0,0,8816,1,262,3,0,3.5714285714285716,602,MID,0.3,0.2,0.0,2.0,45,0.004761904761904762,3.333333333,14,0,0,1,0,3
499,Emil Krafth,0,0,9,0,3,0,0,0,0,0,0,32168,1,-539,3,0,3.5714285714285716,333,DEF,0.9,1.4,13.4,0.0,43,0.14285714285714285,3.333333333,14,0,1,0,0,2
500,Fabian SchÃ¤r,0,0,68,1,9,0,0,0,0,0,0,63867,8,982,3,4,3.5714285714285716,334,DEF,0.0,0.0,0.0,0.0,49,0.8571428571428571,3.333333333,14,0,1,0,0,2
501,Federico FernÃ¡ndez,0,3,82,1,5,0,0,0,0,0,0,585809,13,-19123,3,0,3.5714285714285716,323,DEF,0.0,0.0,0.0,0.0,47,0.5492063492063493,3.333333333,14,0,1,0,0,2
502,Florian Lejeune,0,0,0,0,0,0,0,0,0,0,0,6695,0,-51,3,0,3.5714285714285716,327,DEF,0.0,0.0,0.0,0.0,43,0.0,3.333333333,14,0,1,0,0,2
503,Isaac Hayden,0,0,34,1,7,0,0,0,0,0,0,31495,9,-14,3,2,3.5714285714285716,336,MID,0.0,0.0,0.0,0.0,47,0.7142857142857143,3.333333333,14,0,0,1,0,3
504,Jacob Murphy,0,0,30,1,6,0,0,0,0,0,0,33046,10,-711,3,0,3.5714285714285716,497,MID,0.3,0.1,0.2,0.0,49,0.43174603174603177,3.333333333,14,0,0,1,0,3
505,Jamaal Lascelles,0,0,17,0,7,0,0,0,0,0,0,493673,2,-19268,3,1,3.5714285714285716,328,DEF,0.2,2.7,10.0,17.0,42,0.42857142857142855,3.333333333,14,0,1,0,0,2
506,Jamal Lewis,0,0,26,0,7,0,0,0,0,0,0,1036894,5,-146634,3,0,3.5714285714285716,513,DEF,1.0,1.0,9.2,0.0,43,0.473015873015873,3.333333333,14,0,1,0,0,2
507,Javier Manquillo,0,0,8,0,2,0,0,0,0,0,0,126978,1,-4098,3,0,3.5714285714285716,332,DEF,0.0,0.0,0.0,0.0,43,0.1111111111111111,3.333333333,14,0,1,0,0,2
508,Jeff Hendrick,0,0,42,0,5,0,0,0,0,0,0,1105980,7,-43559,3,0,3.5714285714285716,485,MID,0.2,0.0,0.0,0.0,46,0.44761904761904764,3.333333333,14,0,0,1,0,3
509,Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,0,0,23,1,6,0,0,0,0,0,0,325206,8,-19044,3,0,3.5714285714285716,340,FWD,0.9,1.4,10.8,2.0,57,0.4984126984126984,3.333333333,14,0,0,0,1,4
510,Jonjo Shelvey,0,0,50,0,8,0,0,0,0,0,0,73717,7,-1316,3,0,3.5714285714285716,321,MID,15.3,2.6,10.4,0.0,53,0.46825396825396826,3.333333333,14,0,0,1,0,3
