,name,assists,bonus,bps,clean_sheets,goals_conceded,goals_scored,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,total_points,transfers_balance,was_home,yellow_cards,opponent_difficulty,element,position,creativity,ict_index,influence,threat,value,perc_min_played,n6_opponent_difficulty,team_code,element_type_1,element_type_2,element_type_3,element_type_4,element_type
511,Karl Darlow,0,1,106,1,12,0,0,0,0,0,19,1468808,18,9865,3,1,3.5714285714285716,325,GK,0.0,2.8,27.8,0.0,50,1.0,3.333333333,14,1,0,0,0,1
512,Kelland Watts,0,0,0,0,0,0,0,0,0,0,0,106398,0,-1433,3,0,3.5714285714285716,342,DEF,0.0,0.0,0.0,0.0,39,0.0,3.333333333,14,0,1,0,0,2
513,Mark Gillespie,0,0,0,0,0,0,0,0,0,0,0,43093,0,-473,3,0,3.5714285714285716,488,GK,0.0,0.0,0.0,0.0,44,0.0,3.333333333,14,1,0,0,0,1
514,Martin Dubravka,0,0,0,0,0,0,0,0,0,0,0,114793,0,992,3,0,3.5714285714285716,326,GK,0.0,0.0,0.0,0.0,48,0.0,3.333333333,14,1,0,0,0,1
515,Matt Ritchie,0,0,31,1,4,0,0,0,0,0,0,28636,7,16,3,1,3.5714285714285716,322,MID,0.0,0.0,0.0,0.0,49,0.40634920634920635,3.333333333,14,0,0,1,0,3
516,Matthew Longstaff,0,0,44,1,7,0,0,0,0,0,0,11820,9,33,3,0,3.5714285714285716,487,MID,1.1,0.1,0.0,0.0,49,0.5507936507936508,3.333333333,14,0,0,1,0,3
517,Miguel AlmirÃ³n,0,2,70,0,10,1,0,0,0,0,0,231863,18,-8702,3,0,3.5714285714285716,339,MID,12.7,2.5,8.6,4.0,56,0.6714285714285714,3.333333333,14,0,0,1,0,3
518,Paul Dummett,0,0,9,0,1,0,0,0,0,0,0,10234,2,363,3,0,3.5714285714285716,331,DEF,0.0,0.0,0.0,0.0,44,0.11587301587301588,3.333333333,14,0,1,0,0,2
519,Rolando Aarons,0,0,0,0,0,0,0,0,0,0,0,16158,0,-229,3,0,3.5714285714285716,337,MID,0.0,0.0,0.0,0.0,48,0.0,3.333333333,14,0,0,1,0,3
520,Ryan Fraser,0,0,1,0,3,0,0,0,0,1,0,94330,1,-3281,3,0,3.5714285714285716,507,MID,0.0,0.0,0.0,0.0,56,0.22063492063492063,3.333333333,14,0,0,1,0,3
521,Sean Longstaff,0,0,18,0,3,0,0,0,0,0,0,53521,4,-259,3,0,3.5714285714285716,480,MID,0.0,0.0,0.0,0.0,47,0.2857142857142857,3.333333333,14,0,0,1,0,3
522,Yoshinori Muto,0,0,0,0,0,0,0,0,0,0,0,52042,0,-562,3,0,3.5714285714285716,341,FWD,0.0,0.0,0.0,0.0,48,0.0,3.333333333,14,0,0,0,1,4
523,Andreas Christensen,0,0,12,0,1,0,0,0,0,0,0,97045,2,-889,3,0,3.3333333333333335,116,DEF,0.0,0.0,0.0,0.0,47,0.14285714285714285,3.333333333,5,0,1,0,0,2
524,Antonio RÃ¼diger,0,3,92,2,3,0,0,0,0,0,0,308913,18,69,3,0,3.3333333333333335,109,DEF,0.0,0.0,0.0,0.0,45,0.5714285714285714,3.333333333,5,0,1,0,0,2
525,Benjamin Chilwell,1,0,82,2,9,0,0,0,0,0,0,11088647,19,-802941,3,1,3.3333333333333335,232,DEF,2.8,2.3,16.4,4.0,61,0.8333333333333334,3.333333333,5,0,1,0,0,2
526,Billy Gilmour,0,0,5,0,0,0,0,0,0,0,0,55403,1,197,3,0,3.3333333333333335,124,MID,0.0,0.0,0.0,0.0,44,0.04126984126984127,3.333333333,5,0,0,1,0,3
527,Callum Hudson-Odoi,1,1,82,1,4,1,0,0,0,0,0,135972,19,10580,3,0,3.3333333333333335,122,MID,29.8,8.1,27.0,24.0,57,0.5285714285714286,3.333333333,5,0,0,1,0,3
528,Christian Pulisic,0,0,43,1,9,0,0,0,0,0,0,1115396,11,-4351,3,1,3.3333333333333335,119,MID,43.9,9.3,18.2,31.0,82,0.7365079365079366,3.333333333,5,0,0,1,0,3
529,CÃ©sar Azpilicueta,0,1,70,2,4,0,0,0,0,0,0,1172027,14,-9802,3,2,3.3333333333333335,102,DEF,0.0,0.0,0.0,0.0,56,0.5714285714285714,3.333333333,5,0,1,0,0,2
530,Edouard Mendy,0,0,114,2,9,0,0,0,0,0,14,3610683,20,-88326,3,0,3.3333333333333335,548,GK,0.0,3.4,33.6,0.0,52,0.8571428571428571,3.333333333,5,1,0,0,0,1
531,Emerson Palmieri dos Santos,0,0,0,0,0,0,0,0,0,0,0,72351,0,202,3,0,3.3333333333333335,111,DEF,0.0,0.0,0.0,0.0,47,0.0,3.333333333,5,0,1,0,0,2
532,Faustino Anjorin,0,0,0,0,0,0,0,0,0,0,0,1638,0,46,3,0,3.3333333333333335,605,MID,0.0,0.0,0.0,0.0,45,0.0,3.333333333,5,0,0,1,0,3
533,Fikayo Tomori,0,0,0,0,0,0,0,0,0,0,0,105425,0,-976,3,0,3.3333333333333335,121,DEF,0.0,0.0,0.0,0.0,47,0.0,3.333333333,5,0,1,0,0,2
534,Hakim Ziyech,0,0,26,2,3,0,0,0,0,0,0,1274363,7,15564,3,2,3.3333333333333335,114,MID,0.0,0.0,0.0,0.0,81,0.3825396825396825,3.333333333,5,0,0,1,0,3
535,Jorge Luiz Frello Filho,0,0,46,2,2,0,0,1,0,0,0,2000539,7,-67391,3,0,3.3333333333333335,105,MID,16.3,4.9,15.6,17.0,48,0.42857142857142855,3.333333333,5,0,0,1,0,3
536,Kai Havertz,1,0,33,1,2,0,0,0,0,0,0,1312300,10,-30148,3,1,3.3333333333333335,500,MID,1.3,0.8,2.4,4.0,82,0.32222222222222224,3.333333333,5,0,0,1,0,3
537,Karlo Ziger,0,0,0,0,0,0,0,0,0,0,0,299742,0,24958,3,0,3.3333333333333335,593,GK,0.0,0.0,0.0,0.0,40,0.0,3.333333333,5,1,0,0,0,1
538,Kepa Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,271364,0,-3353,3,0,3.3333333333333335,112,GK,0.0,0.0,0.0,0.0,47,0.0,3.333333333,5,1,0,0,0,1
539,Kurt Zouma,0,0,26,0,6,0,0,0,0,0,0,10847148,2,-397764,3,0,3.3333333333333335,110,DEF,0.6,3.6,9.8,26.0,59,0.2857142857142857,3.333333333,5,0,1,0,0,2
540,Marcos Alonso,0,0,0,0,0,0,0,0,0,0,0,661908,0,-5966,3,0,3.3333333333333335,104,DEF,0.0,0.0,0.0,0.0,56,0.0,3.333333333,5,0,1,0,0,2
541,Mason Mount,0,3,94,1,9,1,0,0,0,0,0,2570496,20,5062,3,0,3.3333333333333335,120,MID,57.3,8.1,5.0,19.0,69,0.726984126984127,3.333333333,5,0,0,1,0,3
542,Mateo Kovacic,0,0,60,2,7,0,0,0,0,0,0,115923,9,-1612,3,2,3.3333333333333335,107,MID,1.5,0.3,1.8,0.0,53,0.6206349206349207,3.333333333,5,0,0,1,0,3
543,N'Golo KantÃ©,0,0,31,0,7,0,0,0,0,0,0,1358055,4,-45296,3,2,3.3333333333333335,113,MID,13.5,3.2,16.0,2.0,49,0.35873015873015873,3.333333333,5,0,0,1,0,3
544,Olivier Giroud,0,3,38,2,1,1,0,0,0,0,0,707427,12,-8921,3,1,3.3333333333333335,103,FWD,0.0,0.0,0.0,0.0,67,0.35079365079365077,3.333333333,5,0,0,0,1,4
545,Reece James,0,0,27,0,5,0,0,0,0,0,0,4493532,2,-707953,3,0,3.3333333333333335,123,DEF,29.3,4.0,9.6,1.0,52,0.2857142857142857,3.333333333,5,0,1,0,0,2
546,Tammy Abraham,0,0,31,0,5,1,0,0,0,0,0,1695821,10,231776,3,0,3.3333333333333335,118,FWD,2.6,8.3,31.0,49.0,72,0.346031746031746,3.333333333,5,0,0,0,1,4
547,Thiago Thiago,0,4,97,2,8,0,0,0,0,0,0,2050388,17,54581,3,2,3.3333333333333335,490,DEF,0.4,2.8,17.8,10.0,56,0.7142857142857143,3.333333333,5,0,1,0,0,2
548,Timo Werner,0,0,12,0,5,0,0,0,0,0,0,6124876,6,-336047,3,0,3.3333333333333335,117,FWD,12.5,3.6,2.6,21.0,93,0.30158730158730157,3.333333333,5,0,0,0,1,4
549,Willy Caballero,0,0,0,0,0,0,0,0,0,0,0,95139,0,-924,3,0,3.3333333333333335,101,GK,0.0,0.0,0.0,0.0,47,0.0,3.333333333,5,1,0,0,0,1
550,Andros Townsend,1,0,54,2,7,0,0,0,0,0,0,656509,16,-21931,3,0,3.5,137,MID,30.2,4.5,11.8,3.0,57,0.6682539682539682,2.5,6,0,0,1,0,3
551,Brandon Pierrick,0,0,0,0,0,0,0,0,0,0,0,50150,0,-137,3,0,3.5,147,MID,0.0,0.0,0.0,0.0,44,0.0,2.5,6,0,0,1,0,3
552,Cheikhou KouyatÃ©,0,0,64,2,7,0,0,0,0,0,0,207692,12,-6674,3,0,3.5,133,MID,0.4,1.2,9.6,2.0,50,0.7142857142857143,2.5,6,0,0,1,0,3
553,Christian Benteke,2,0,32,1,7,0,0,0,0,0,0,317686,15,24861,3,0,3.5,132,FWD,14.6,7.6,8.0,53.0,55,0.6015873015873016,2.5,6,0,0,0,1,4
554,Connor Wickham,0,0,0,0,0,0,0,0,0,0,0,296490,0,6372,3,0,3.5,136,FWD,0.0,0.0,0.0,0.0,44,0.0,2.5,6,0,0,0,1,4
555,Eberechi Eze,0,0,64,1,10,1,0,0,0,0,0,434381,13,-19725,3,2,3.5,489,MID,37.5,5.6,17.0,1.0,58,0.6507936507936508,2.5,6,0,0,1,0,3
556,Gary Cahill,0,0,25,0,7,0,0,0,0,0,0,50373,1,-3734,3,0,3.5,125,DEF,0.0,0.0,0.0,0.0,45,0.2857142857142857,2.5,6,0,1,0,0,2
557,Jack Butland,0,0,0,0,0,0,0,0,0,0,0,20332,0,-127,3,0,3.5,586,GK,0.0,0.0,0.0,0.0,45,0.0,2.5,6,1,0,0,0,1
558,Jairo Riedewald,0,0,26,1,2,0,0,0,0,0,0,712425,7,-44026,3,0,3.5,144,MID,0.0,0.0,0.0,0.0,44,0.2126984126984127,2.5,6,0,0,1,0,3
559,James McArthur,1,3,87,2,10,0,0,0,0,0,0,56440,19,387,3,0,3.5,130,MID,1.3,3.9,15.8,22.0,52,0.7142857142857143,2.5,6,0,0,1,0,3
560,James McCarthy,0,0,11,0,4,0,0,0,0,0,0,514330,3,-3596,3,0,3.5,131,MID,0.0,0.0,0.0,0.0,43,0.14444444444444443,2.5,6,0,0,1,0,3
561,James Tomkins,0,2,71,2,5,0,0,0,0,0,0,23587,15,1912,3,1,3.5,129,DEF,0.3,2.5,18.4,6.0,45,0.5714285714285714,2.5,6,0,1,0,0,2
562,Jean-Philippe Mateta,0,0,0,0,0,0,0,0,0,0,0,981,0,915,1,0,3.0,641,FWD,0.0,0.0,0.0,0.0,60,0.0,2.5,6,0,0,0,1,4
563,Jeffrey Schlupp,0,0,23,0,4,1,0,0,0,0,0,39859,10,-2288,3,0,3.5,142,MID,0.0,0.0,0.0,0.0,54,0.32222222222222224,2.5,6,0,0,1,0,3
564,Joel Ward,0,1,76,2,10,0,0,0,0,0,0,368666,14,2254,3,1,3.5,134,DEF,10.8,2.3,12.6,0.0,43,0.7142857142857143,2.5,6,0,1,0,0,2
565,Jordan Ayew,1,0,30,0,4,0,0,0,0,0,0,703070,9,-8393,3,0,3.5,140,FWD,0.0,1.8,0.4,18.0,56,0.26031746031746034,2.5,6,0,0,0,1,4
566,Luka Milivojevic,0,0,65,2,9,0,0,0,0,0,0,103569,13,-798,3,1,3.5,138,MID,0.9,0.9,8.4,0.0,56,0.7555555555555555,2.5,6,0,0,1,0,3
567,Mamadou Sakho,0,0,0,0,0,0,0,0,0,0,0,84006,0,-3587,3,0,3.5,127,DEF,0.0,0.0,0.0,0.0,44,0.0,2.5,6,0,1,0,0,2
568,Martin Kelly,0,0,0,0,0,0,0,0,0,0,0,123946,0,-5836,3,0,3.5,135,DEF,0.0,0.0,0.0,0.0,41,0.0,2.5,6,0,1,0,0,2
569,Max Meyer,0,0,0,0,0,0,0,0,0,0,0,18204,0,-358,3,0,3.5,143,MID,0.0,0.0,0.0,0.0,47,0.0,2.5,6,0,0,1,0,3
570,Michy Batshuayi,0,1,34,0,2,1,0,0,0,0,0,280643,8,-3797,3,0,3.5,108,FWD,0.0,0.0,0.0,0.0,57,0.07936507936507936,2.5,6,0,0,0,1,4
571,Nathan Ferguson,0,0,0,0,0,0,0,0,0,0,0,267359,0,-16988,3,0,3.5,145,DEF,0.0,0.0,0.0,0.0,39,0.0,2.5,6,0,1,0,0,2
572,Nathaniel Clyne,0,0,15,0,1,0,0,0,0,0,0,129437,2,-10005,3,0,3.5,577,DEF,0.0,0.0,0.0,0.0,45,0.14285714285714285,2.5,6,0,1,0,0,2
573,Patrick van Aanholt,0,0,13,0,3,0,0,0,0,0,0,253378,1,-26583,3,0,3.5,139,DEF,0.0,0.0,0.0,0.0,54,0.14285714285714285,2.5,6,0,1,0,0,2
574,Ryan Inniss,0,0,0,0,0,0,0,0,0,0,0,21721,0,-481,3,0,3.5,534,DEF,0.0,0.0,0.0,0.0,40,0.0,2.5,6,0,1,0,0,2
575,Sam Woods,0,0,0,0,0,0,0,0,0,0,0,288498,0,-6120,3,0,3.5,522,DEF,0.0,0.0,0.0,0.0,40,0.0,2.5,6,0,1,0,0,2
576,Scott Dann,0,0,13,0,3,0,0,0,0,0,0,293597,1,-17563,3,0,3.5,486,DEF,0.0,0.0,0.0,0.0,44,0.14285714285714285,2.5,6,0,1,0,0,2
577,Stephen Henderson,0,0,0,0,0,0,0,0,0,0,0,273023,0,5107,3,0,3.5,578,GK,0.0,0.0,0.0,0.0,40,0.0,2.5,6,1,0,0,0,1
578,Tyrick Mitchell,0,2,84,2,8,0,0,0,0,0,0,7932187,17,216242,3,0,3.5,146,DEF,26.3,4.8,21.6,0.0,39,0.7142857142857143,2.5,6,0,1,0,0,2
579,Vicente Guaita,0,6,135,2,11,0,0,0,1,0,22,1454247,31,-48,3,0,3.5,128,GK,0.0,2.6,26.2,0.0,48,0.8571428571428571,2.5,6,1,0,0,0,1
580,Wayne Hennessey,0,0,0,0,0,0,0,0,0,0,0,152692,0,-3690,3,0,3.5,126,GK,0.0,0.0,0.0,0.0,43,0.0,2.5,6,1,0,0,0,1
581,Wilfried Zaha,0,0,54,2,7,2,0,0,0,0,0,8866645,21,-575346,3,1,3.5,141,MID,2.9,4.0,5.4,32.0,74,0.7142857142857143,2.5,6,0,0,1,0,3
582,Anthony Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,45361,0,255,3,0,3.1666666666666665,536,DEF,0.0,0.0,0.0,0.0,40,0.0,3.333333333,4,0,1,0,0,2
583,Anthony Mancini,0,0,0,0,0,0,0,0,0,0,0,1063,0,139,3,0,3.1666666666666665,612,MID,0.0,0.0,0.0,0.0,45,0.0,3.333333333,4,0,0,1,0,3
584,Ashley Barnes,0,2,23,2,3,1,0,0,0,0,0,139441,13,13357,3,3,3.1666666666666665,87,FWD,2.2,2.3,2.2,19.0,60,0.6460317460317461,3.333333333,4,0,0,0,1,4
585,Ashley Westwood,1,0,91,2,5,0,0,0,0,0,0,236804,15,-5177,3,2,3.1666666666666665,89,MID,6.9,1.4,5.2,2.0,53,0.8571428571428571,3.333333333,4,0,0,1,0,3
586,Bailey Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,710174,0,-16814,3,0,3.1666666666666665,99,GK,0.0,0.0,0.0,0.0,40,0.0,3.333333333,4,1,0,0,0,1
587,Ben Gibson,0,0,0,0,0,0,0,0,0,0,0,59631,0,-1296,3,0,3.1666666666666665,94,DEF,0.0,0.0,0.0,0.0,39,0.0,3.333333333,4,0,1,0,0,2
588,Ben Mee,0,4,125,2,5,2,0,0,0,0,0,600572,35,15346,3,0,3.1666666666666665,88,DEF,0.4,9.1,49.4,41.0,49,0.8571428571428571,3.333333333,4,0,1,0,0,2
589,Bobby Thomas,0,0,0,0,0,0,0,0,0,0,0,338260,0,7149,3,0,3.1666666666666665,520,DEF,0.0,0.0,0.0,0.0,40,0.0,3.333333333,4,0,1,0,0,2
590,Charlie Taylor,0,0,24,0,1,0,0,0,0,0,0,2017903,4,-86445,3,0,3.1666666666666665,97,DEF,0.3,0.0,0.0,0.0,45,0.23174603174603176,3.333333333,4,0,1,0,0,2
591,Chris Wood,0,2,47,2,5,1,0,0,0,0,0,800342,18,38393,3,0,3.1666666666666665,91,FWD,12.5,3.6,4.4,19.0,62,0.8095238095238095,3.333333333,4,0,0,0,1,4
592,Dale Stephens,0,0,4,0,0,0,0,0,0,0,0,2178279,2,-47524,3,0,3.1666666666666665,55,MID,0.0,0.0,0.2,0.0,43,0.04285714285714286,3.333333333,4,0,0,1,0,3
593,Dwight McNeil,1,3,60,1,3,1,0,0,0,0,0,149563,18,-4240,3,0,3.1666666666666665,100,MID,0.0,0.0,0.0,0.0,57,0.3968253968253968,3.333333333,4,0,0,1,0,3
594,Erik Pieters,1,2,80,1,5,0,0,0,0,0,0,216415,19,4894,3,0,3.1666666666666665,83,DEF,0.9,1.1,10.4,0.0,43,0.7523809523809524,3.333333333,4,0,1,0,0,2
595,Jack Cork,0,0,3,0,1,0,0,0,0,0,0,7024,1,46,3,0,3.1666666666666665,84,MID,0.0,0.0,0.0,0.0,50,0.07142857142857142,3.333333333,4,0,0,1,0,3
596,James Tarkowski,0,3,82,2,5,0,0,0,0,0,0,1102327,20,-13350,3,2,3.1666666666666665,81,DEF,0.1,3.1,28.6,2.0,53,0.8571428571428571,3.333333333,4,0,1,0,0,2
597,Jay Rodriguez,0,0,10,0,2,0,0,0,0,0,0,117797,5,-385,3,0,3.1666666666666665,86,FWD,0.0,0.0,0.0,0.0,58,0.1746031746031746,3.333333333,4,0,0,0,1,4
598,Jimmy Dunne,0,0,0,0,0,0,0,0,0,0,0,2273315,0,-140589,3,0,3.1666666666666665,519,DEF,0.0,0.0,0.0,0.0,39,0.0,3.333333333,4,0,1,0,0,2
599,Joel Mumbongo,0,0,0,0,0,0,0,0,0,0,0,5489,0,597,3,0,3.1666666666666665,613,FWD,0.0,0.0,0.0,0.0,45,0.0,3.333333333,4,0,0,0,1,4
600,Johann Berg Gudmundsson,0,0,15,0,3,0,0,0,0,0,0,16696,5,95,3,0,3.1666666666666665,90,MID,0.0,0.0,0.0,0.0,54,0.30158730158730157,3.333333333,4,0,0,1,0,3
601,Josh Benson,0,0,7,1,1,0,0,0,0,0,0,13689,5,73,3,0,3.1666666666666665,535,MID,2.4,0.4,1.8,0.0,45,0.24444444444444444,3.333333333,4,0,0,1,0,3
602,Josh Brownhill,0,0,57,2,4,0,0,0,0,0,0,28056,13,1008,3,0,3.1666666666666665,98,MID,2.8,2.2,12.8,6.0,49,0.7857142857142857,3.333333333,4,0,0,1,0,3
603,Kevin Long,0,0,0,0,0,0,0,0,0,0,0,80667,0,-1661,3,0,3.1666666666666665,85,DEF,0.0,0.0,0.0,0.0,43,0.0,3.333333333,4,0,1,0,0,2
604,Lewis Richardson,0,0,0,0,0,0,0,0,0,0,0,50573,0,815,3,0,3.1666666666666665,592,FWD,0.0,0.0,0.0,0.0,45,0.0,3.333333333,4,0,0,0,1,4
605,Mace Goodridge,0,0,0,0,0,0,0,0,0,0,0,5034,0,-22,3,0,3.1666666666666665,551,MID,0.0,0.0,0.0,0.0,45,0.0,3.333333333,4,0,0,1,0,3
606,Matej Vydra,0,0,2,0,0,0,0,0,0,0,0,279467,3,6306,3,0,3.1666666666666665,93,FWD,0.0,0.0,0.0,0.0,48,0.08253968253968254,3.333333333,4,0,0,0,1,4
607,Matthew Lowton,0,0,76,2,5,0,0,0,0,0,0,590305,18,61124,3,1,3.1666666666666665,92,DEF,15.7,3.3,16.8,0.0,44,0.8571428571428571,3.333333333,4,0,1,0,0,2
608,Max Thompson,0,0,0,0,0,0,0,0,0,0,0,52599,0,2359,3,0,3.1666666666666665,591,FWD,0.0,0.0,0.0,0.0,45,0.0,3.333333333,4,0,0,0,1,4
609,Nick Pope,0,3,138,2,5,0,0,0,0,0,27,4847835,29,40062,3,0,3.1666666666666665,96,GK,0.0,1.6,16.4,0.0,54,0.8571428571428571,3.333333333,4,1,0,0,0,1
610,Phil Bardsley,0,0,0,0,0,0,0,0,0,0,0,83697,0,-1551,3,0,3.1666666666666665,82,DEF,0.0,0.0,0.0,0.0,45,0.0,3.333333333,4,0,1,0,0,2
611,Robbie Brady,1,0,52,3,2,0,0,0,0,0,0,45079,15,-178,3,0,3.1666666666666665,95,MID,29.6,5.0,19.0,1.0,50,0.5825396825396826,3.333333333,4,0,0,1,0,3
612,Will Norris,0,0,0,0,0,0,0,0,0,0,0,77793,0,2178,3,0,3.1666666666666665,583,GK,0.0,0.0,0.0,0.0,40,0.0,3.333333333,4,1,0,0,0,1
613,Bamidele Alli,0,0,0,0,0,0,0,0,0,0,0,211390,0,-2339,3,0,3.0,394,MID,0.0,0.0,0.0,0.0,74,0.0,3.166666667,17,0,0,1,0,3
614,Ben Davies,1,1,75,1,5,0,0,0,0,0,0,360173,15,1718,3,0,3.0,395,DEF,20.9,5.8,35.0,2.0,46,0.5714285714285714,3.166666667,17,0,1,0,0,2
615,Cameron Carter-Vickers,0,0,0,0,0,0,0,0,0,0,0,99105,0,-1911,3,0,3.0,521,DEF,0.0,0.0,0.0,0.0,39,0.0,3.166666667,17,0,1,0,0,2
616,Carlos Vinicius Alves Morais,0,0,8,0,0,0,0,0,0,0,0,23843,3,773,3,0,3.0,564,FWD,0.0,0.0,0.0,0.0,69,0.020634920634920634,3.166666667,17,0,0,0,1,4
617,Danny Rose,0,0,0,0,0,0,0,0,0,0,0,58708,0,-609,3,0,3.0,384,DEF,0.0,0.0,0.0,0.0,47,0.0,3.166666667,17,0,1,0,0,2
618,Davinson SÃ¡nchez,0,0,30,0,2,0,0,0,0,0,0,271824,5,-3601,3,0,3.0,398,DEF,1.6,2.3,19.0,2.0,53,0.2873015873015873,3.166666667,17,0,1,0,0,2
619,Eric Dier,0,0,87,1,6,0,0,0,0,0,0,2322406,13,-53869,3,0,3.0,391,DEF,0.3,2.2,21.0,1.0,50,0.7142857142857143,3.166666667,17,0,1,0,0,2
620,Erik Lamela,0,0,6,0,3,0,0,0,0,0,0,42812,3,-331,3,0,3.0,387,MID,0.3,0.0,0.0,0.0,57,0.10476190476190476,3.166666667,17,0,0,1,0,3
621,Gareth Bale,0,0,2,0,0,0,0,0,0,0,0,112001,1,-6220,3,0,3.0,543,MID,0.0,0.0,0.0,0.0,93,0.014285714285714285,3.166666667,17,0,0,1,0,3
622,Gedson Carvalho Fernandes,0,0,0,0,0,0,0,0,0,0,0,28264,0,-289,3,0,3.0,401,MID,0.0,0.0,0.0,0.0,47,0.0,3.166666667,17,0,0,1,0,3
623,Giovani Lo Celso,0,0,0,0,0,0,0,0,0,0,0,156068,0,-5172,3,0,3.0,403,MID,0.0,0.0,0.0,0.0,69,0.0,3.166666667,17,0,0,1,0,3
624,Harry Kane,1,8,117,1,4,3,0,0,0,0,0,17552743,32,337247,3,0,3.0,388,FWD,3.9,3.6,5.6,26.0,110,0.6365079365079365,3.166666667,17,0,0,0,1,4
625,Harry Winks,0,0,37,1,4,0,0,0,0,0,0,40039,6,-420,3,2,3.0,397,MID,1.6,1.2,10.6,0.0,52,0.4507936507936508,3.166666667,17,0,0,1,0,3
626,Heung-Min Son,2,2,74,2,5,1,0,0,0,0,0,23821588,25,-309053,3,0,3.0,390,MID,16.6,4.3,7.4,19.0,97,0.7031746031746032,3.166666667,17,0,0,1,0,3
627,Hugo Lloris,0,0,99,1,6,0,0,0,0,0,21,3129027,18,-5369,3,0,3.0,383,GK,0.0,4.0,40.0,0.0,56,0.7142857142857143,3.166666667,17,1,0,0,0,1
628,Japhet Tanganga,0,0,0,0,0,0,0,0,0,0,0,16688,0,-150,3,0,3.0,402,DEF,0.0,0.0,0.0,0.0,49,0.0,3.166666667,17,0,1,0,0,2
629,Joe Hart,0,0,0,0,0,0,0,0,0,0,0,235765,0,-3394,3,0,3.0,482,GK,0.0,0.0,0.0,0.0,43,0.0,3.166666667,17,1,0,0,0,1
630,Joe Rodon,0,0,29,0,4,0,0,0,0,0,0,9837,3,-396,3,0,3.0,584,DEF,0.0,0.0,0.0,0.0,50,0.2857142857142857,3.166666667,17,0,1,0,0,2
631,Juan Foyth,0,0,0,0,0,0,0,0,0,0,0,23091,0,-264,3,0,3.0,406,DEF,0.0,0.0,0.0,0.0,43,0.0,3.166666667,17,0,1,0,0,2
632,Lucas Rodrigues Moura da Silva,0,0,7,0,0,0,0,0,0,0,0,435912,2,-6279,3,0,3.0,392,MID,0.0,0.0,0.0,0.0,67,0.023809523809523808,3.166666667,17,0,0,1,0,3
633,Matt Doherty,0,0,30,1,4,0,0,0,0,1,0,1864385,6,-57547,3,0,3.0,457,DEF,2.2,2.1,18.4,0.0,57,0.42857142857142855,3.166666667,17,0,1,0,0,2
634,Moussa Sissoko,0,0,20,0,2,0,0,0,0,0,0,190594,4,-3205,3,0,3.0,385,MID,1.0,0.4,1.0,2.0,48,0.19682539682539682,3.166666667,17,0,0,1,0,3
635,Oliver Skipp,0,0,0,0,0,0,0,0,0,0,0,8539,0,-185,3,0,3.0,404,MID,0.0,0.0,0.0,0.0,44,0.0,3.166666667,17,0,0,1,0,3
636,Paulo Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,89835,0,-1319,3,0,3.0,393,GK,0.0,0.0,0.0,0.0,43,0.0,3.166666667,17,1,0,0,0,1
637,Pierre-Emile HÃ¸jbjerg,1,0,85,1,6,1,0,0,0,0,0,352492,17,-12388,3,2,3.0,396,MID,2.0,1.3,11.2,0.0,49,0.7142857142857143,3.166666667,17,0,0,1,0,3
638,Ryan Sessegnon,0,0,0,0,0,0,0,0,0,0,0,28198,0,-254,3,0,3.0,399,DEF,0.0,0.0,0.0,0.0,47,0.0,3.166666667,17,0,1,0,0,2
639,Serge Aurier,0,0,48,0,3,1,0,0,0,0,0,810013,11,-35018,3,0,3.0,389,DEF,0.0,0.0,0.0,0.0,52,0.35714285714285715,3.166666667,17,0,1,0,0,2
640,Sergio ReguilÃ³n,1,3,59,1,2,0,0,0,0,0,0,2437111,16,-103983,3,0,3.0,542,DEF,2.7,3.2,4.0,25.0,57,0.38412698412698415,3.166666667,17,0,1,0,0,2
641,Steven Bergwijn,3,0,41,1,5,0,0,0,0,0,0,160396,16,-1718,3,1,3.0,400,MID,0.8,0.1,0.4,0.0,70,0.4492063492063492,3.166666667,17,0,0,1,0,3
642,Tanguy Ndombele,0,5,104,2,5,2,0,0,0,0,0,212192,27,10199,3,0,3.0,405,MID,25.9,7.8,45.2,7.0,59,0.6444444444444445,3.166666667,17,0,0,1,0,3
643,Toby Alderweireld,0,1,31,1,0,1,0,0,0,0,0,782625,13,7856,3,0,3.0,386,DEF,0.0,0.0,0.0,0.0,54,0.14285714285714285,3.166666667,17,0,1,0,0,2
